ID	Disease_ID	Disorder_name	gene	Gene_symbols	OMIM_ID	Chromosome	Class	OMIM_Disease_ID
2396	1281	Pseudohypoaldosteronism type I, autosomal dominant, 177735 (3)	NR3C2	NR3C2, MLR, MCR	600983	4q31.1	Endocrine	177735
2397	1281	Pseudohypoaldosteronism type II (3)	WNK4	WNK4, PRKWNK4, PHA2B	601844	17q21-q22	Endocrine	
2398	1281	Pseudohypoaldosteronism, type IIC, 145260 (3)	WNK1	WNK1, PRKWNK1, KDP, PHA2C	605232	12p13	Endocrine	145260
2399	1282	Pseudohypoparathyroidism, type Ia, 103580 (3)	GNAS	GNAS, GNAS1, GPSA, POH, PHP1B, PHP1A, AHO	139320	20q13.2	Endocrine	103580
2400	1282	Pseudohypoparathyroidism, type Ib, 603233 (3)	GNAS	GNAS, GNAS1, GPSA, POH, PHP1B, PHP1A, AHO	139320	20q13.2	Endocrine	603233
2401	1283	Pseudovaginal perineoscrotal hypospadias, 264600 (3)	SRD5A2	SRD5A2	607306	2p23	Unclassified	264600
2402	1284	Pseudovitamin D deficiency rickets 1 (3)	CYP27B1	CYP27B1, PDDR, VDD1	264700	12q14	Bone	1
2403	1285	Pseudoxanthoma elasticum, autosomal dominant, 177850 (3)	ABCC6	ABCC6, ARA, ABC34, MLP1, PXE	603234	16p13.1	Connective tissue	177850
2404	1285	Pseudoxanthoma elasticum, autosomal recessive, 264800 (3)	ABCC6	ABCC6, ARA, ABC34, MLP1, PXE	603234	16p13.1	Connective tissue	264800
2405	1288	Psoriasis, susceptibility to, 177900 (3)	PSORS6	PSORS6	605364	19p13	Dermatological	177900
2406	1288	Psoriatic arthritis, susceptibility to, 607507 (3)	CARD15	CARD15, NOD2, IBD1, CD, ACUG, PSORAS1	605956	16q12	Dermatological	607507
2407	1291	Pulmonary alveolar proteinosis, 265120 (3)	CSF2RB	CSF2RB	138981	22q12.2-q13.1	Respiratory	265120
2408	1291	Pulmonary alveolar proteinosis, 265120 (3)	SFTPC	SFTPC, SFTP2	178620	8p21	Respiratory	265120
2409	1291	Pulmonary alveolar proteinosis, congenital, 265120 (3)	SFTPB	SFTPB, SFTB3	178640	2p12-p11.2	Respiratory	265120
2410	1291	Pulmonary fibrosis, idiopathic, familial, 178500 (3)	SFTPC	SFTPC, SFTP2	178620	8p21	Respiratory	178500
2411	1291	Pulmonary fibrosis, idiopathic, susceptibility to, 178500 (3)	SFTPA1	SFTPA1, SFTP1	178630	10q22.2-q23.1	Respiratory	178500
2412	5291	Pulmonary hypertension, familial primary, 178600 (3)	BMPR2	BMPR2, PPH1	600799	2q33	Cardiovascular	178600
2413	1293	Pycnodysostosis, 265800 (3)	CTSK	CTSK	601105	1q21	Skeletal	265800
2414	1294	Pyloric stenosis, infantile hypertrophic, susceptibility to, 179010 (3)	NOS1	NOS1	163731	12q24.2-q24.31	Developmental	179010
2415	1295	Pyogenic sterile arthritis, pyoderma gangrenosum, and acne, 604416 (3)	PSTPIP1	PSTPIP1, PSTPIP, CD2BP1, PAPAS	606347	15q24-q25.1	Dermatological	604416
2416	1296	Pyropoikilocytosis (3)	SPTA1	SPTA1	182860	1q21	Hematological	
2417	1297	Pyruvate carboxylase deficiency, 266150 (3)	PC	PC	608786	11q13.4-q13.5	Metabolic	266150
2418	1297	Pyruvate dehydrogenase deficiency (3)	PDHA1	PDHA1, PHE1A	312170	Xp22.2-p22.1	Metabolic	
2419	1297	Pyruvate dehydrogenase E1-beta deficiency (3)	PDHB	PDHB	179060	3p13-q23	Metabolic	
2420	1298	Rabson-Mendenhall syndrome, 262190 (3)	INSR	INSR	147670	19p13.2	multiple	262190
2421	1301	Radioulnar synostosis with amegakaryocytic thrombocytopenia, 605432 (3)	HOXA11	HOXA11, HOX1I	142958	7p15-p14.2	multiple	605432
2422	1303	RAPADILINO syndrome, 266280 (3)	RECQL4	RECQL4, RTS, RECQ4	603780	8q24.3	multiple	266280
2423	1304	Rapid progression to AIDS from HIV1 infection (3)	CX3CR1	CX3CR1, GPR13, V28	601470	3pter-p21	Immunological	
2424	1305	Rapp-Hodgkin syndrome, 129400 (3)	TP73L	TP73L, TP63, KET, EEC3, SHFM4, LMS, RHS	603273	3q27	multiple	129400
2425	1306	Red hair/fair skin (3)	MC1R	MC1R	155555	16q24.3	Dermatological	
2426	1307	Refsum disease, 266500 (3)	PEX7	PEX7, RCDP1	601757	6q22-q24	Neurological	266500
2427	1307	Refsum disease, 266500 (3)	PHYH	PHYH, PAHX	602026	10pter-p11.2	Neurological	266500
2428	1307	Refsum disease, infantile, 266510 (3)	PEX1	PEX1, ZWS1	602136	7q21-q22	Neurological	266510
2429	1307	Refsum disease, infantile form, 266510 (3)	PEX26	PEX26	608666	22q11.21	Neurological	266510
2430	1307	Refsum disease, infantile form, 266510 (3)	PXMP3	PXMP3, PAF1, PMP35, PEX2	170993	8q21.1	Neurological	266510
2431	1308	Renal carcinoma, chromophobe, somatic, 144700 (3)	FLCN	FLCN, BHD	607273	17p11.2	Cancer	144700
2432	1308	Renal cell carcinoma, 144700 (3)	TRC8	TRC8, RCA1, HRCA1	603046	8q24.1	Cancer	144700
2433	1308	Renal cell carcinoma, clear cell, somatic, 144700 (3)	OGG1	OGG1	601982	3p26.2	Cancer	144700
2434	1308	Renal cell carcinoma, papillary, 1, 605074 (3)	PRCC	PRCC, RCCP1	179755	1q21	Cancer	605074
2435	1308	Renal cell carcinoma, papillary, 1, 605074 (3)	TFE3	TFE3	314310	Xp11.22	Cancer	605074
2436	1308	Renal cell carcinoma, papillary, familial and sporadic, 605074 (3)	MET	MET	164860	7q31	Cancer	605074
2437	1308	Renal cell carcinoma, somatic (3)	VHL	VHL	608537	3p26-p25	Cancer	
2438	3308	Renal glucosuria, 233100 (3)	SLC5A2	SLC5A2, SGLT2	182381	16p11.2	Renal	233100
2439	5308	Renal hypoplasia, isolated (3)	PAX2	PAX2	167409	10q24.3-q25.1	Renal	
2440	7308	Renal tubular acidosis, distal, 179800, 602722 (3)	SLC4A1	SLC4A1, AE1, EPB3	109270	17q21-q22	Renal	602722
2441	7308	Renal tubular acidosis, distal, autosomal recessive, 602722 (3)	ATP6V0A4	ATP6V0A4, ATP6N1B, VPP2, RTA1C, RTADR	605239	7q33-q34	Renal	602722
2442	7308	Renal tubular acidosis-osteopetrosis syndrome (3)	CA2	CA2	259730	8q22	Renal	
2443	7308	Renal tubular acidosis, proximal, with ocular abnormalities, 604278 (3)	SLC4A4	SLC4A4, NBC1, KNBC, SLC4A5	603345	4q21	Renal	604278
2444	7308	Renal tubular acidosis with deafness, 267300 (3)	ATP6B1	ATP6B1, VPP3	192132	2cen-q13	Renal	267300
2445	9308	Renal tubular dysgenesis, 267430 (3)	ACE	ACE, DCP1, ACE1	106180	17q23	Renal	267430
2446	9308	Renal tubular dysgenesis, 267430 (3)	AGTR1	AGTR1, AGTR1A, AT2R1	106165	3q21-q25	Renal	267430
2447	9308	Renal tubular dysgenesis, 267430 (3)	AGT	AGT, SERPINA8	106150	1q42-q43	Renal	267430
2448	9308	Renal tubular dysgenesis, 267430 (3)	REN	REN	179820	1q32	Renal	267430
2449	1309	Renpenning syndrome, 309500 (3)	PQBP1	PQBP1, NPW38, SHS, MRX55, MRXS3, RENS1, MRXS8	300463	Xp11.23	Neurological	309500
2450	1311	Response to morphine-6-glucuronide (3)	OPRM1	OPRM1	600018	6q24-q25	Neurological	
2451	1312	Resting heart rate, 607276 (3)	ADRB1	ADRB1, ADRB1R, RHR	109630	10q24-q26	Cardiovascular	607276
2452	1314	Restrictive dermopathy, lethal, 275210 (3)	ZMPSTE24	ZMPSTE24, FACE1, STE24, MADB	606480	1p34	Dermatological	275210
2453	1315	Retinal degeneration, autosomal recessive, clumped pigment type (3)	NRL	NRL, D14S46E, RP27	162080	14q11.1-q11.2	Ophthamological	
2454	1315	Retinal degeneration, autosomal recessive, prominin-related (3)	PROM1	PROM1, PROML1, AC133	604365	4p16.2-p12	Ophthamological	
2455	1315	Retinal degeneration, late-onset, autosomal dominant, 605670 (3)	C1QTNF5	C1QTNF5, CTRP5, LORD	608752	11q23.3	Ophthamological	605670
2456	1315	Retinal dystrophy, early-onset severe (3)	LRAT	LRAT	604863	4q31	Ophthamological	
2457	1316	Retinitis pigmentosa-10, 180105 (3)	IMPDH1	IMPDH1	146690	7q31.3-q32	Ophthamological	180105
2458	1316	Retinitis pigmentosa-11, 600138 (3)	PRPF31	PRPF31, PRP31	606419	19q13.4	Ophthamological	600138
2459	1316	Retinitis pigmentosa-1, 180100 (3)	RP1	RP1, ORP1	603937	8q11-q13	Ophthamological	180100
2460	1316	Retinitis pigmentosa-12, autosomal recessive, 600105 (3)	CRB1	CRB1, RP12	604210	1q31-q32.1	Ophthamological	600105
2461	1316	Retinitis pigmentosa-13, 600059 (3)	PRPF8	PRPF8, PRPC8, RP13	607300	17p13.3	Ophthamological	600059
2462	1316	Retinitis pigmentosa-14, 600132 (3)	TULP1	TULP1, RP14	602280	6p21.3	Ophthamological	600132
2463	1316	Retinitis pigmentosa-17, 600852 (3)	CA4	CA4, RP17	114760	17q23	Ophthamological	600852
2464	1316	Retinitis pigmentosa-18, 601414 (3)	HPRP3	HPRP3, RP18	607301	1q21.2	Ophthamological	601414
2465	1316	Retinitis pigmentosa-19, 601718 (3)	ABCA4	ABCA4, ABCR, STGD1, FFM, RP19	601691	1p21-p13	Ophthamological	601718
2466	1316	Retinitis pigmentosa-20 (3)	RPE65	RPE65, RP20	180069	1p31	Ophthamological	
2467	1316	Retinitis pigmentosa-2 (3)	RP2	RP2	312600	Xp11.3	Ophthamological	
2468	1316	Retinitis pigmentosa-26, 608380 (3)	CERKL	CERKL	608381	2q31.2-q32.3	Ophthamological	608380
2469	1316	Retinitis pigmentosa-27 (3)	NRL	NRL, D14S46E, RP27	162080	14q11.1-q11.2	Ophthamological	
2470	1316	Retinitis pigmentosa-30, 607921 (3)	FSCN2	FSCN2, RFSN	607643	17q25	Ophthamological	607921
2471	1316	Retinitis pigmentosa-3, 300389 (3)	RPGR	RPGR, RP3, CRD, RP15, COD1	312610	Xp21.1	Ophthamological	300389
2472	1316	Retinitis pigmentosa-4, autosomal dominant (3)	RHO	RHO, RP4, OPN2	180380	3q21-q24	Ophthamological	
2473	1316	Retinitis pigmentosa-7, 608133 (3)	RDS	RDS, RP7, PRPH2, PRPH, AVMD, AOFMD	179605	6p21.1-cen	Ophthamological	608133
2474	1316	Retinitis pigmentosa-9, 180104 (3)	RP9	RP9	607331	7p14.2	Ophthamological	180104
2475	1316	Retinitis pigmentosa, AR, 268000 (3)	RLBP1	RLBP1	180090	15q26	Ophthamological	268000
2476	1316	Retinitis pigmentosa, AR, without hearing loss, 268000 (3)	USH2A	USH2A	608400	1q41	Ophthamological	268000
2477	1316	Retinitis pigmentosa, autosomal dominant (3)	RGR	RGR	600342	10q23	Ophthamological	
2478	1316	Retinitis pigmentosa, autosomal recessive, 268000 (3)	CNGB1	CNGB1, CNCG3L, CNCG2	600724	16q13	Ophthamological	268000
2479	1316	Retinitis pigmentosa, autosomal recessive (3)	CNGA1	CNGA1, CNCG1	123825	4p12-cen	Ophthamological	
2480	1316	Retinitis pigmentosa, autosomal recessive (3)	PDE6A	PDE6A, PDEA	180071	5q31.2-q34	Ophthamological	
2481	1316	Retinitis pigmentosa, autosomal recessive (3)	PDE6B	PDE6B, PDEB, CSNB3	180072	4p16.3	Ophthamological	
2482	1316	Retinitis pigmentosa, autosomal recessive (3)	RGR	RGR	600342	10q23	Ophthamological	
2483	1316	Retinitis pigmentosa, autosomal recessive (3)	RHO	RHO, RP4, OPN2	180380	3q21-q24	Ophthamological	
2484	1316	Retinitis pigmentosa, digenic (3)	ROM1	ROM1, ROSP1	180721	11q13	Ophthamological	
2485	1316	Retinitis pigmentosa, digenic, 608133 (3)	RDS	RDS, RP7, PRPH2, PRPH, AVMD, AOFMD	179605	6p21.1-cen	Ophthamological	608133
2486	1316	Retinitis pigmentosa, juvenile (3)	AIPL1	AIPL1, LCA4	604392	17p13.1	Ophthamological	
2487	1316	Retinitis pigmentosa, late onset, 268000 (3)	NR2E3	NR2E3, PNR, ESCS	604485	15q23	Ophthamological	268000
2488	1316	Retinitis pigmentosa, late-onset dominant, 268000 (3)	CRX	CRX, CORD2, CRD	602225	19q13.3	Ophthamological	268000
2489	1316	Retinitis pigmentosa, MERTK-related, 268000 (3)	MERTK	MERTK	604705	2q14.1	Ophthamological	268000
2490	1316	Retinitis pigmentosa, X-linked with deafness and sinorespiratory infections, 300455 (3)	RPGR	RPGR, RP3, CRD, RP15, COD1	312610	Xp21.1	Ophthamological	300455
2491	1316	Retinitis pigmentosa, X-linked, with recurrent respiratory infections, 300455 (3)	RPGR	RPGR, RP3, CRD, RP15, COD1	312610	Xp21.1	Ophthamological	300455
2492	1316	Retinitis punctata albescens, 136880 (3)	RDS	RDS, RP7, PRPH2, PRPH, AVMD, AOFMD	179605	6p21.1-cen	Ophthamological	136880
2493	1316	Retinitis punctata albescens, 136880 (3)	RLBP1	RLBP1	180090	15q26	Ophthamological	136880
2494	1317	Retinoblastoma (3)	RB1	RB1	180200	13q14.1-q14.2	Cancer	
2495	1318	Retinol binding protein, deficiency of (3)	RBP4	RBP4	180250	10q24	Ophthamological	
2496	1320	Retinoschisis (3)	RS1	RS1, XLRS1	312700	Xp22.2-p22.1	Ophthamological	
2497	1321	Rett syndrome, 312750 (3)	MECP2	MECP2, RTT, PPMX, MRX16, MRX79	300005	Xq28	Neurological	312750
2498	1321	Rett syndrome, atypical, 312750 (3)	CDKL5	CDKL5, STK9	300203	Xp22	Neurological	312750
2499	1321	Rett syndrome, preserved speech variant, 312750 (3)	MECP2	MECP2, RTT, PPMX, MRX16, MRX79	300005	Xq28	Neurological	312750
2500	1322	Rhabdoid predisposition syndrome, familial (3)	SMARCB1	SMARCB1, SNF5, INI1, RDT	601607	22q11	Cancer	
2501	1322	Rhabdoid tumors (3)	SMARCB1	SMARCB1, SNF5, INI1, RDT	601607	22q11	Cancer	
2502	1323	Rhabdomyosarcoma, 268210 (3)	SLC22A1L	SLC22A1L, BWSCR1A, IMPT1	602631	11p15.5	Cancer	268210
2503	1323	Rhabdomyosarcoma, alveolar, 268220 (3)	FOXO1A	FOXO1A, FKHR	136533	13q14.1	Cancer	268220
2504	1323	Rhabdomyosarcoma, alveolar, 268220 (3)	PAX3	PAX3, WS1, HUP2, CDHS	606597	2q35	Cancer	268220
2505	1323	Rhabdomyosarcoma, alveolar, 268220 (3)	PAX7	PAX7	167410	1p36.2-p36.12	Cancer	268220
2506	1324	Rheumatoid arthritis, progression of, 180300 (3)	IL10	IL10, CSIF	124092	1q31-q32	Connective tissue	180300
2507	1324	Rheumatoid arthritis, susceptibility to, 180300 (3)	MHC2TA	MHC2TA, C2TA	600005	16p13	Connective tissue	180300
2508	1324	Rheumatoid arthritis, susceptibility to, 180300 (3)	NFKBIL1	NFKBIL1	601022	6p21.3	Connective tissue	180300
2509	1324	Rheumatoid arthritis, susceptibility to, 180300 (3)	PADI4	PADI4, PADI5, PAD	605347	1p36	Connective tissue	180300
2510	1324	Rheumatoid arthritis, susceptibility to, 180300 (3)	PTPN8	PTPN8, PEP, PTPN22, LYP	600716	1p13	Connective tissue	180300
2511	1324	Rheumatoid arthritis, susceptibility to, 180300 (3)	RUNX1	RUNX1, CBFA2, AML1	151385	21q22.3	Connective tissue	180300
2512	1324	Rheumatoid arthritis, susceptibility to, 180300 (3)	SLC22A4	SLC22A4, OCTN1	604190	5q31	Connective tissue	180300
2513	1324	Rheumatoid arthritis, systemic juvenile, susceptibility to, 604302 (3)	MIF	MIF	153620	22q11.2	Connective tissue	604302
2514	1325	Rhizomelic chondrodysplasia punctata, type 1, 215100 (3)	PEX7	PEX7, RCDP1	601757	6q22-q24	multiple	215100
2515	1325	Rhizomelic chondrodysplasia punctata, type 3, 600121 (3)	AGPS	AGPS, ADHAPS	603051	2q31	multiple	600121
2516	1326	Rh-mod syndrome (3)	RHAG	RHAG, RH50A	180297	6p21.1-p11	Hematological	
2517	1327	Rh-negative blood type (3)	RHD	RHD	111680	1p36.2-p34	Hematological	
2518	1327	Rh-null disease, amorph type (3)	RHCE	RHCE	111700	1p36.2-p34	Hematological	
2519	1329	Ribose 5-phosphate isomerase deficiency, 608611 (3)	RPIA	RPIA, RPI	180430	2p11.2	Metabolic	608611
2520	1330	Rickets due to defect in vitamin D 25-hydroxylation, 600081 (3)	CYP2R1	CYP2R1	608713	11p15.2	Bone	600081
2521	1330	Rickets, vitamin D-resistant, type IIA, 277440 (3)	VDR	VDR	601769	12q12-q14	Bone	277440
2522	1330	Rickets, vitamin D-resistant, type IIB, 277420 (3)	VDR	VDR	601769	12q12-q14	Bone	277420
2523	1331	Rieger anomaly (3)	FOXC1	FOXC1, FKHL7, FREAC3	601090	6p25	multiple	
2524	1331	Rieger syndrome, 180500 (3)	PITX2	PITX2, IDG2, RIEG1, RGS, IGDS2	601542	4q25-q26	multiple	180500
2525	1332	Ring dermoid of cornea, 180550 (3)	PITX2	PITX2, IDG2, RIEG1, RGS, IGDS2	601542	4q25-q26	Ophthamological	180550
2526	1333	Rippling muscle disease, 606072 (3)	CAV3	CAV3, LGMD1C	601253	3p25	Muscular	606072
2527	1334	Roberts syndrome, 268300 (3)	ESCO2	ESCO2	609353	8p21.1	Developmental	268300
2528	1335	Robinow syndrome, autosomal recessive, 268310 (3)	ROR2	ROR2, BDB1, BDB, NTRKR2	602337	9q22	multiple	268310
2529	1337	Rokitansky-Kuster-Hauser syndrome, 277000 (3)	WNT4	WNT4	603490	1p35	Developmental	277000
2530	1338	Rothmund-Thomson syndrome, 268400 (3)	RECQL4	RECQL4, RTS, RECQ4	603780	8q24.3	multiple	268400
2531	1339	Roussy-Levy syndrome, 180800 (3)	MPZ	MPZ, CMT1B, CMTDI3, CHM, DSS	159440	1q22	multiple	180800
2532	1339	Roussy-Levy syndrome, 180800 (3)	PMP22	PMP22, CMT1A, CMT1E, DSS	601097	17p11.2	multiple	180800
2533	1341	Rubenstein-Taybi syndrome, 180849 (3)	CREBBP	CREBBP, CBP, RSTS	600140	16p13.3	multiple	180849
2534	1341	Rubinstein-Taybi syndrome, 180849 (3)	EP300	EP300	602700	22q13	multiple	180849
2535	1344	Saethre-Chotzen syndrome, 101400 (3)	FGFR2	FGFR2, BEK, CFD1, JWS	176943	10q26	Developmental	101400
2536	1344	Saethre-Chotzen syndrome, 101400 (3)	TWIST	TWIST, ACS3, SCS	601622	7p21	Developmental	101400
2537	1344	Saethre-Chotzen syndrome with eyelid anomalies, 101400 (3)	TWIST	TWIST, ACS3, SCS	601622	7p21	Developmental	101400
2538	1345	Salivary adenoma (3)	HMGA2	HMGA2, HMGIC, BABL, LIPO	600698	12q14.3	Cancer	
2539	1346	Salla disease, 604369 (3)	SLC17A5	SLC17A5, SIASD, SLD	604322	6q14-q15	Metabolic	604369
2540	1347	Sandhoff disease, infantile, juvenile, and adult forms, 268800 (3)	HEXB	HEXB	606873	5q13	Metabolic	268800
2541	1348	Sanfilippo syndrome, type A, 252900 (3)	SGSH	SGSH, MPS3A, SFMD	605270	17q25.3	Metabolic	252900
2542	1348	Sanfilippo syndrome, type B (3)	NAGLU	NAGLU	252920	17q21	Metabolic	
2543	1349	Sarcoidosis, early-onset, 181000 (3)	CARD15	CARD15, NOD2, IBD1, CD, ACUG, PSORAS1	605956	16q12	Immunological	181000
2544	1349	Sarcoidosis, susceptibility to, 181000 (3)	BTNL2	BTNL2	606000	6p21.3	Immunological	181000
2545	1349	Sarcoidosis, susceptibility to, 181000 (3)	HLA-DR1B	HLA-DR1B	142857	6p21.3	Immunological	181000
2546	1350	Sarcoma, synovial (3)	SSX1	SSX1, SSRC	312820	Xp11.2	Cancer	
2547	1350	Sarcoma, synovial (3)	SSX2	SSX2	300192	Xp11.2	Cancer	
2548	1352	SARS, progression of (3)	ACE	ACE, DCP1, ACE1	106180	17q23	Immunological	
2549	1354	Schimke immunoosseous dysplasia, 242900 (3)	SMARCAL1	SMARCAL1, HARP, SIOD	606622	2q34-q36	Connective tissue	242900
2550	1355	Schindler disease, type I, 609241 (3)	NAGA	NAGA	104170	22q11	Metabolic	609241
2551	1355	Schindler disease, type III, 609241 (3)	NAGA	NAGA	104170	22q11	Metabolic	609241
2552	1357	Schizencephaly, 269160 (3)	EMX2	EMX2	600035	10q26.1	Neurological	269160
2553	1359	Schizoaffective disorder, susceptibility to, 181500 (3)	DISC1	DISC1	605210	1q42.1	Psychiatric	181500
2554	1359	Schizophrenia 5, 603175 (3)	TRAR4	TRAR4	608923	6q23.2	Psychiatric	603175
2555	1359	Schizophrenia, chronic (3)	APP	APP, AAA, CVAP, AD1	104760	21q21	Psychiatric	
2556	1359	Schizophrenia, susceptibility to, 181500 (3)	COMT	COMT	116790	22q11.2	Psychiatric	181500
2557	1359	Schizophrenia, susceptibility to, 181500 (3)	DISC1	DISC1	605210	1q42.1	Psychiatric	181500
2558	1359	Schizophrenia, susceptibility to, 181500 (3)	HTR2A	HTR2A	182135	13q14-q21	Psychiatric	181500
2559	1359	Schizophrenia, susceptibility to, 181500 (3)	RTN4R	RTN4R, NOGOR	605566	22q11	Psychiatric	181500
2560	1359	Schizophrenia, susceptibility to, 181500 (3)	SYN2	SYN2	600755	3p25	Psychiatric	181500
2561	1359	Schizophrenia, susceptibility to, 181510 (3)	EPN4	EPN4, EPNR, KIAA0171, SCZD1	607265	5q33.3	Psychiatric	181510
2562	1359	Schizophrenia, susceptibility to, 4 600850 (3)	PRODH	PRODH, PRODH2, SCZD4	606810	22q11.2	Psychiatric	600850
2563	1360	Schwannomatosis, 162091 (3)	NF2	NF2	607379	22q12.2	Cancer	162091
2564	1361	Schwartz-Jampel syndrome, type 1, 255800 (3)	HSPG2	HSPG2, PLC, SJS, SJA, SJS1	142461	1p36.1	multiple	255800
2565	1362	SCID, autosomal recessive, T-negative/B-positive type (3)	JAK3	JAK3, JAKL	600173	19p13.1	Immunological	
2566	1363	Sclerosteosis, 269500 (3)	SOST	SOST	605740	17q12-q21	Skeletal	269500
2567	1365	Scurvy (3)	GULOP	GULOP, GULO	240400	8p21.1	Nutritional	
2568	1366	Sea-blue histiocyte disease, 269600 (3)	APOE	APOE, AD2	107741	19q13.2	Hematological	269600
2569	1367	Seasonal affective disorder, susceptibility to, 608516 (3)	HTR2A	HTR2A	182135	13q14-q21	Psychiatric	608516
2570	1368	Sebastian syndrome, 605249 (3)	MYH9	MYH9, MHA, FTNS, DFNA17	160775	22q11.2	Hematological	605249
2571	1369	Seckel syndrome 1, 210600 (3)	ATR	ATR, FRP1, SCKL	601215	3q22-q24	Developmental	210600
2572	1370	Segawa syndrome, recessive (3)	TH	TH, TYH	191290	11p15.5	Neurological	
2573	1371	Seizures, afebrile, 604233 (3)	SCN2A1	SCN2A1, SCN2A	182390	2q23-q24.3	Neurological	604233
2574	1371	Seizures, benign familial neonatal-infantile, 607745 (3)	SCN2A1	SCN2A1, SCN2A	182390	2q23-q24.3	Neurological	607745
2575	1372	Selective T-cell defect (3)	ZAP70	ZAP70, SRK, STD	176947	2q12	Immunological	
2576	1373	Self-healing collodion baby, 242300 (3)	TGM1	TGM1, ICR2, LI1	190195	14q11.2	Dermatological	242300
2577	1374	SEMD, Pakistani type (3)	PAPSS2	PAPSS2, ATPSK2	603005	10q22-q24	Connective tissue	
2578	1375	Senior-Loken syndrome-1, 266900 (3)	NPHP1	NPHP1, NPH1, SLSN1	607100	2q13	Renal	266900
2579	1375	Senior-Loken syndrome 4, 606996 (3)	NPHP4	NPHP4, SLSN4	607215	1p36	Renal	606996
2580	1375	Senior-Loken syndrome 5, 609254 (3)	IQCB1	IQCB1, NPHP5, KIAA0036	609237	3q21.1	Renal	609254
2581	1376	Sensory ataxic neuropathy, dysarthria, and ophthalmoparesis, 157640 (3)	POLG	POLG, POLG1, POLGA, PEO	174763	15q25	Ophthamological	157640
2582	1377	Sepiapterin reductase deficiency (3)	SPR	SPR	182125	2p14-p12	Metabolic	
2583	1378	Sepsis, susceptibility to (3)	CASP12	CASP12, CASP12P1	608633	11q22.3	Immunological	
2584	1378	Septic shock, susceptibility to (3)	TNF	TNF, TNFA	191160	6p21.3	Immunological	
2585	1380	Septooptic dysplasia, 182230 (3)	HESX1	HESX1, RPX	601802	3p21.2-p21.1	multiple	182230
2586	1381	Sertoli cell-only syndrome, susceptibility to, 305700 (3)	USP26	USP26	300309	Xq26.2	Renal	305700
2587	1383	Severe combined immunodeficiency, Athabascan type, 602450 (3)	DCLRE1C	DCLRE1C, ARTEMIS, SCIDA	605988	10p	Immunological	602450
2588	1383	Severe combined immunodeficiency, B cell-negative, 601457 (3)	RAG1	RAG1	179615	11p13	Immunological	601457
2589	1383	Severe combined immunodeficiency, B cell-negative, 601457 (3)	RAG2	RAG2	179616	11p13	Immunological	601457
2590	1383	Severe combined immunodeficiency due to ADA deficiency, 102700 (3)	ADA	ADA	608958	20q13.11	Immunological	102700
2591	1383	Severe combined immunodeficiency due to PTPRC deficiency (3)	PTPRC	PTPRC, CD45, LCA	151460	1q31-q32	Immunological	
2592	1383	Severe combined immunodeficiency, T-cell negative, B-cell/natural killer cell-positive type, 600802 (3)	IL7R	IL7R	146661	5p13	Immunological	600802
2593	1383	Severe combined immunodeficiency, T-negative/B-positive type, 600802 (3)	CD3D	CD3D, T3D	186790	11q23	Immunological	600802
2594	1383	Severe combined immunodeficiency, X-linked, 300400 (3)	IL2RG	IL2RG, SCIDX1, SCIDX, IMD4	308380	Xq13	Immunological	300400
2595	1384	Sex reversal, XY, with adrenal failure (3)	FTZF1	FTZF1, FTZ1, SF1	184757	9q33	Unclassified	
2596	1385	Sezary syndrome (3)	BCL10	BCL10	603517	1p22	Cancer	
2597	1386	Shah-Waardenburg syndrome, 277580 (3)	EDN3	EDN3	131242	20q13.2-q13.3	multiple	277580
2598	1387	Short stature, autosomal dominant, with normal serum growth hormone binding protein (3)	GHR	GHR	600946	5p13-p12	Skeletal	
2599	1387	Short stature, idiopathic (3)	GHR	GHR	600946	5p13-p12	Skeletal	
2600	1387	Short stature, idiopathic familial, 604271 (3)	SHOX	SHOX, GCFX, SS, PHOG	312865	Xpter-p22.32	Skeletal	604271
2601	1387	Short stature, idiopathic familial, 604271 (3)	SHOXY	SHOXY	400020	Ypter-p11.2	Skeletal	604271
2602	1387	Short stature, pituitary and cerebellar defects, and small sella turcica, 606606 (3)	LHX4	LHX4	602146	1q25	Skeletal	606606
2603	1388	Shprintzen-Goldberg syndrome, 182212 (3)	FBN1	FBN1, MFS1, WMS	134797	15q21.1	multiple	182212
2604	1389	Shwachman-Diamond syndrome, 260400 (3)	SBDS	SBDS, SDS	607444	7q11	multiple	260400
2605	1391	Sialic acid storage disorder, infantile, 269920 (3)	SLC17A5	SLC17A5, SIASD, SLD	604322	6q14-q15	Metabolic	269920
2606	1391	Sialidosis, type I, 256550 (3)	NEU1	NEU1, NEU, SIAL1	608272	6p21.3	Metabolic	256550
2607	1391	Sialidosis, type II, 256550 (3)	NEU1	NEU1, NEU, SIAL1	608272	6p21.3	Metabolic	256550
2608	1392	Sialuria, 269921 (3)	GNE	GNE, GLCNE, IBM2, DMRV, NM	603824	9p12-p11	Metabolic	269921
2609	1393	Sickle cell anemia (3)	HBB	HBB	141900	11p15.5	Hematological	
2610	1394	Sick sinus syndrome, 608567 (3)	SCN5A	SCN5A, LQT3, IVF, HB1, SSS1	600163	3p21	Cardiovascular	608567
2611	1396	Silver spastic paraplegia syndrome, 270685 (3)	BSCL2	BSCL2, SPG17	606158	11q13	Neurological	270685
2612	1397	Simpson-Golabi-Behmel syndrome, type 1, 312870 (3)	GPC3	GPC3, SDYS, SGBS1	300037	Xq26	multiple	312870
